registro_id,nombre_jinete,casa,titulo,fecha_nacimiento_jinete,nombre_dragon,fecha_nacimiento_dragon,color_dragon,fecha_desde,fecha_hasta,kilometros_recorridos,es_jinete_actual,cantidad_batallas,observaciones
641,Aelora Targaryen , Targaryen ,Lady ,0102-04-03,IRONCLAW,0089-01-01,Gris metálico ,0135-04-03,0135-04-03,63224.89,f,9, Viaje diplomático
642, Daemon Targaryen , Targaryen , Príncipe,0081-06-05, Ironclaw ,0089-01-01,Gris metálico ,0119-06-05,0122-06-05,33177.79,f,11, Participó en defensa del reino
643, Aelora Targaryen,Targaryen,Lady ,0102-04-03,Ironclaw ,0089-01-01,Gris metálico,0126-04-03,0140-04-03,42367.31,f,3, Herido durante una expedición 
644,Rhaena Targaryen ,targaryen,lady,0116-09-03,Ironclaw ,0089-01-01,Gris metálico ,0148-09-03,0146-09-03,20688.92,f,8,Herido durante una expedición 
645, Jaehaerys Targaryen ,targaryen,príncipe,0110-01-01, Ironclaw,0089-01-01,Gris metálico ,0137-01-01,0133-01-01,73484.30,f,19,Entrenamiento militar 
646, Aegon Targaryen ,targaryen,PRÍNCIPE,0090-04-10, Ironclaw,0089-01-01,Gris metálico ,0123-04-10,0124-04-10,6395.02,f,8, Mantuvo vínculos con otras casas 
647,Aegon Targaryen ,targaryen, Príncipe,0090-04-10, Ironclaw ,0089-01-01,Gris metálico ,0120-04-10,0130-04-10,71861.99,f,14, Registro histórico
648, Aenar Targaryen,targaryen,lord,0088-02-18,IRONCLAW,0089-01-01,Gris metálico ,0120-02-18,0121-02-18,68259.61,f,4, Jinete experimentado 
649, Aemond Targaryen ,Targaryen,Príncipe ,0110-02-12,Ironclaw ,0089-01-01, Gris metálico,0141-02-12,0144-02-12,86019.60,f,2,Participó en una batalla importante 
650, Jaehaerys Targaryen,Targaryen, Príncipe,0110-01-01, Ironclaw,0089-01-01,GRIS METÁLICO,0129-01-01,0150-01-01,26588.80,f,16,Viaje diplomático 
651,Maelor Targaryen ,TARGARYEN,Príncipe ,0112-01-01,IRONCLAW,0089-01-01,Gris metálico,0146-01-01,0149-01-01,78312.41,f,6,Herido durante una expedición 
652, Jaehaerys Targaryen , Targaryen ,Príncipe ,0110-01-01,Ironclaw ,0089-01-01, Gris metálico,0149-01-01,0151-01-01,24986.07,f,6, Participó en defensa del reino 
653,Aemond Targaryen ,Targaryen,Príncipe ,0110-02-12,Ironclaw ,0089-01-01,GRIS METÁLICO,0143-02-12,0154-02-12,78611.09,f,18, Registro histórico 
654,Jacaerys Targaryen,Targaryen,PRÍNCIPE,0114-01-01,Ironclaw ,0089-01-01,Gris metálico ,0135-01-01,0138-01-01,41773.26,f,7,HERIDO DURANTE UNA EXPEDICIÓN
655, Maelor Targaryen ,targaryen, Príncipe,0112-01-01, Ironclaw ,0089-01-01,GRIS METÁLICO,0131-01-01,0135-01-01,34547.98,f,3,
656, Maelor Targaryen , Targaryen ,Príncipe ,0112-01-01, Ironclaw,0089-01-01, Gris metálico,0141-01-01,0159-01-01,57749.01,f,5, Mantuvo vínculos con otras casas 
657,Aemond Targaryen ,Targaryen, Príncipe,0110-02-12, Ironclaw ,0089-01-01, Gris metálico,0137-02-12,0148-02-12,4173.51,f,11, Participó en defensa del reino 
658, Jaehaerys Targaryen ,targaryen, Príncipe,0110-01-01, Ironclaw ,0089-01-01,Gris metálico ,0128-01-01,0150-01-01,46094.84,f,7, Jinete experimentado 
659,Jaehaerys Targaryen , Targaryen , Príncipe,0110-01-01, Ironclaw ,0089-01-01,Gris metálico,0140-01-01,0136-01-01,86085.79,f,14,Jinete experimentado 
660,Maelor Targaryen ,targaryen,Príncipe,0112-01-01, Ironclaw ,0089-01-01,GRIS METÁLICO,0142-01-01,0156-01-01,35270.59,f,0,Participó en defensa del reino 
661, Rhaena Targaryen,Targaryen, Lady,0116-09-03, Ironclaw ,0089-01-01,GRIS METÁLICO,0153-09-03,0159-09-03,78978.49,f,1, Herido durante una expedición
662,Daemon Targaryen,Targaryen,Príncipe ,0081-06-05, Ironclaw ,0089-01-01, Gris metálico,0106-06-05,0106-06-05,56356.21,f,19,Jinete experimentado 
663, Aegon Targaryen , Targaryen ,PRÍNCIPE,0090-04-10, Ironclaw ,0089-01-01,Gris metálico ,0113-04-10,0131-04-10,9013.90,f,18, Participó en defensa del reino
664,Jacaerys Targaryen ,Targaryen,príncipe,0114-01-01,Ironclaw ,0089-01-01,GRIS METÁLICO,0151-01-01,0147-01-01,10070.93,f,11,
665, Viserys Targaryen,Targaryen,Rey ,0077-01-15, Ironclaw,0089-01-01, Gris metálico,0109-01-15,0105-01-15,59281.98,f,17, Entrenamiento militar
666,Lucerys Targaryen,targaryen,PRÍNCIPE,0115-01-01,Ironclaw ,0089-01-01, Gris metálico,0150-01-01,0161-01-01,67361.73,f,1, Viaje diplomático 
667,Jaehaerys Targaryen ,targaryen,Príncipe ,0110-01-01, Ironclaw ,0089-01-01,Gris metálico ,0151-01-01,0138-01-01,54036.46,f,4,Participó en defensa del reino 
668, Aelora Targaryen ,Targaryen,lady,0102-04-03, Ironclaw,0089-01-01, Gris metálico,0143-04-03,0132-04-03,89579.21,f,6, Participó en defensa del reino 
669,Baela Targaryen,Targaryen,LADY,0116-09-03, Ironclaw ,0089-01-01,GRIS METÁLICO,0143-09-03,0142-09-03,10218.42,f,5, Participó en defensa del reino 
670,Helaena Targaryen ,Targaryen, Princesa,0109-05-14,IRONCLAW,0089-01-01, Gris metálico,0142-05-14,0141-05-14,47551.01,f,11, Jinete experimentado
671,Jacaerys Targaryen ,targaryen,Príncipe ,0114-01-01,Ironclaw ,0089-01-01,Gris metálico ,0152-01-01,0146-01-01,42293.98,f,16, Participó en defensa del reino 
672, Aegon Targaryen , Targaryen , Príncipe,0090-04-10,Ironclaw ,0089-01-01,GRIS METÁLICO,0125-04-10,0115-04-10,30025.12,f,12, Participó en defensa del reino 
673,Aelora Targaryen, Targaryen ,lady,0102-04-03,Ironclaw ,0089-01-01,GRIS METÁLICO,0138-04-03,0139-04-03,10619.01,f,8, Registro pendiente de revisión
674, Aenar Targaryen ,Targaryen,LORD,0088-02-18, Ironclaw,0089-01-01, Gris metálico,0117-02-18,0118-02-18,27078.85,f,4,Jinete experimentado
675,Aegon Targaryen , Targaryen ,Príncipe ,0090-04-10,IRONCLAW,0089-01-01,Gris metálico ,0130-04-10,0114-04-10,85111.66,f,14,Registro pendiente de revisión 
676, Maeron Targaryen,TARGARYEN, Príncipe,0105-10-09,Ironclaw ,0089-01-01,Gris metálico ,0131-10-09,0152-10-09,66697.69,f,12, Participó en defensa del reino
677, Jaehaerys Targaryen,TARGARYEN,PRÍNCIPE,0110-01-01,Ironclaw ,0089-01-01,Gris metálico ,0141-01-01,0156-01-01,23810.66,f,14, Jinete experimentado 
678, Maelor Targaryen, Targaryen ,Príncipe ,0112-01-01,IRONCLAW,0089-01-01,Gris metálico ,0149-01-01,0152-01-01,35658.20,f,8,PARTICIPÓ EN UNA BATALLA IMPORTANTE
679, Visenya Targaryen ,TARGARYEN,Princesa,0091-07-20, Ironclaw ,0089-01-01, Gris metálico,0133-07-20,0124-07-20,30930.90,f,3,Participó en defensa del reino 
680, Rhaegel Targaryen , Targaryen ,Príncipe ,0092-11-05,IRONCLAW,0089-01-01,Gris metálico ,0129-11-05,0122-11-05,15552.35,f,6, Jinete experimentado 
681, Baela Targaryen , Targaryen ,Lady ,0116-09-03, Ironclaw,0089-01-01, Gris metálico,0158-09-03,0142-09-03,37624.78,f,15, Registro histórico
682,Alyssa Targaryen ,Targaryen, Lady,0095-06-17, Ironclaw,0089-01-01, Gris metálico,0118-06-17,0127-06-17,42997.31,f,13,HERIDO DURANTE UNA EXPEDICIÓN
683,Jacaerys Targaryen , Targaryen , Príncipe,0114-01-01, Ironclaw ,0089-01-01, Gris metálico,0139-01-01,0155-01-01,38623.19,f,9, Viaje diplomático 
684, Rhaena Targaryen ,targaryen,Lady,0116-09-03, Ironclaw ,0089-01-01,Gris metálico,0150-09-03,0146-09-03,33860.17,f,2, Participó en una batalla importante 
685,Aenar Targaryen,TARGARYEN, Lord,0088-02-18,Ironclaw ,0089-01-01,Gris metálico ,0107-02-18,0112-02-18,31516.90,f,4,REGISTRO HISTÓRICO
686, Daemon Targaryen ,targaryen,PRÍNCIPE,0081-06-05,Ironclaw,0089-01-01,Gris metálico ,0113-06-05,0111-06-05,9813.14,f,9,Participó en defensa del reino 
687,Vaelor Targaryen,TARGARYEN,Príncipe ,0103-09-12,Ironclaw ,0089-01-01,Gris metálico,0145-09-12,0149-09-12,11095.52,f,8, Participó en una batalla importante
688, Rhaenyra Targaryen, Targaryen ,princesa,0097-03-22,Ironclaw ,0089-01-01,Gris metálico ,0122-03-22,0139-03-22,69389.72,f,1,Registro pendiente de revisión 
689, Maelor Targaryen ,targaryen,príncipe,0112-01-01,IRONCLAW,0089-01-01,GRIS METÁLICO,0147-01-01,0146-01-01,2450.52,f,18,REGISTRO HISTÓRICO
690,Aenar Targaryen ,TARGARYEN,LORD,0088-02-18, Ironclaw,0089-01-01, Gris metálico,0125-02-18,0120-02-18,8755.48,f,16, Entrenamiento militar
691, Rhaena Targaryen,Targaryen,Lady,0116-09-03, Ironclaw ,0089-01-01,GRIS METÁLICO,0148-09-03,0154-09-03,77327.54,f,9,
692, Aemond Targaryen,Targaryen, Príncipe,0110-02-12, Ironclaw ,0089-01-01,Gris metálico,0149-02-12,0140-02-12,36958.43,f,9, Registro pendiente de revisión 
693,Rhaenyra Targaryen ,targaryen,princesa,0097-03-22,Ironclaw,0089-01-01,GRIS METÁLICO,0129-03-22,0128-03-22,68119.59,f,8,Registro histórico
694, Rhaenyra Targaryen,Targaryen,PRINCESA,0097-03-22, Ironclaw ,0089-01-01,GRIS METÁLICO,0115-03-22,0143-03-22,72701.78,f,8, Mantuvo vínculos con otras casas 
695, Rhaegel Targaryen,targaryen,PRÍNCIPE,0092-11-05, Ironclaw ,0089-01-01, Gris metálico,0119-11-05,0130-11-05,62297.29,f,3,Jinete experimentado
696,Vaelor Targaryen ,Targaryen,Príncipe ,0103-09-12, Ironclaw,0089-01-01,Gris metálico ,0124-09-12,0130-09-12,49585.06,f,5,Registro pendiente de revisión 
697,Rhaegel Targaryen,targaryen,príncipe,0092-11-05,Ironclaw ,0089-01-01,Gris metálico ,0124-11-05,0138-11-05,3789.31,f,14,
698, Daemon Targaryen, Targaryen ,príncipe,0081-06-05, Ironclaw ,0089-01-01,Gris metálico ,0103-06-05,0127-06-05,48361.25,f,19,
699,Jacaerys Targaryen ,targaryen,Príncipe ,0114-01-01,Ironclaw ,0089-01-01,Gris metálico ,0145-01-01,0139-01-01,71764.96,f,8, Mantuvo vínculos con otras casas
700,Baela Targaryen , Targaryen ,LADY,0116-09-03,IRONCLAW,0089-01-01,Gris metálico,0138-09-03,0143-09-03,15839.88,f,13,Entrenamiento militar 
701, Maeron Targaryen,targaryen,Príncipe ,0105-10-09,Ironclaw,0089-01-01, Gris metálico,0123-10-09,0134-10-09,3308.62,f,2,Participó en una batalla importante 
702,Maeron Targaryen,Targaryen, Príncipe,0105-10-09, Ironclaw,0089-01-01,Gris metálico ,0124-10-09,0128-10-09,49722.35,f,18, Participó en defensa del reino 
703,Jaehaerys Targaryen ,Targaryen,príncipe,0110-01-01, Ironclaw,0089-01-01, Gris metálico,0147-01-01,0143-01-01,73427.92,f,16,Participó en defensa del reino 
704,Aemond Targaryen ,targaryen,Príncipe ,0110-02-12,Ironclaw ,0089-01-01,GRIS METÁLICO,0152-02-12,0143-02-12,36713.99,f,5,Participó en una batalla importante 
705, Jaehaerys Targaryen, Targaryen , Príncipe,0110-01-01, Ironclaw ,0089-01-01, Gris metálico,0145-01-01,0136-01-01,38985.85,f,5,Registro histórico 
706,Baela Targaryen ,targaryen,Lady ,0116-09-03,IRONCLAW,0089-01-01,GRIS METÁLICO,0145-09-03,0139-09-03,59768.91,f,10, Registro pendiente de revisión 
707,Visenya Targaryen ,Targaryen, Princesa,0091-07-20,Ironclaw ,0089-01-01,Gris metálico,0124-07-20,0114-07-20,73786.47,f,11, Participó en defensa del reino
708, Vaelor Targaryen , Targaryen , Príncipe,0103-09-12, Ironclaw,0089-01-01,GRIS METÁLICO,0126-09-12,0136-09-12,82218.53,f,2,Entrenamiento militar 
709, Maelor Targaryen,Targaryen,príncipe,0112-01-01,IRONCLAW,0089-01-01, Gris metálico,0132-01-01,0153-01-01,89760.96,f,0, Registro histórico 
710,Baela Targaryen , Targaryen ,Lady,0116-09-03,Ironclaw,0089-01-01,GRIS METÁLICO,0144-09-03,0159-09-03,19325.47,f,16,VIAJE DIPLOMÁTICO
711,Aemond Targaryen, Targaryen ,Príncipe ,0110-02-12,Ironclaw,0089-01-01,GRIS METÁLICO,0128-02-12,0152-02-12,46636.65,f,14,Mantuvo vínculos con otras casas 
712,Maelor Targaryen ,targaryen,príncipe,0112-01-01,Ironclaw,0089-01-01, Gris metálico,0146-01-01,0148-01-01,65392.24,f,7,Registro histórico 
713, Maeron Targaryen ,Targaryen,Príncipe ,0105-10-09, Ironclaw,0089-01-01,Gris metálico ,0133-10-09,0142-10-09,16468.38,f,1,
714, Baela Targaryen, Targaryen ,lady,0116-09-03,Ironclaw ,0089-01-01, Gris metálico,0147-09-03,0158-09-03,26028.44,f,5, Mantuvo vínculos con otras casas
715, Jacaerys Targaryen,Targaryen, Príncipe,0114-01-01,Ironclaw ,0089-01-01, Gris metálico,0135-01-01,0157-01-01,76186.87,f,3,
716,Rhaenyra Targaryen ,Targaryen,princesa,0097-03-22,IRONCLAW,0089-01-01, Gris metálico,0137-03-22,0140-03-22,86488.81,f,10, Registro histórico 
717,Helaena Targaryen,TARGARYEN, Princesa,0109-05-14,Ironclaw ,0089-01-01,GRIS METÁLICO,0149-05-14,0147-05-14,62906.95,f,17, Viaje diplomático 
718, Aemond Targaryen, Targaryen ,PRÍNCIPE,0110-02-12,Ironclaw ,0089-01-01, Gris metálico,0149-02-12,0145-02-12,56135.88,f,0, Participó en una batalla importante
719,Maeron Targaryen ,targaryen, Príncipe,0105-10-09, Ironclaw ,0089-01-01,Gris metálico ,0134-10-09,0141-10-09,87329.42,f,3,REGISTRO HISTÓRICO
720, Baela Targaryen,TARGARYEN,lady,0116-09-03,IRONCLAW,0089-01-01,Gris metálico ,0156-09-03,0153-09-03,82192.68,f,19, Registro pendiente de revisión 
721,Daemon Targaryen,targaryen, Príncipe,0081-06-05, Ironclaw ,0089-01-01,Gris metálico,0104-06-05,0124-06-05,28821.54,f,0,
722,Daeron Targaryen ,targaryen,Príncipe,0110-08-21, Ironclaw ,0089-01-01,Gris metálico,0152-08-21,0143-08-21,46248.03,f,13, Registro pendiente de revisión 
723,Lucerys Targaryen ,targaryen, Príncipe,0115-01-01, Ironclaw ,0089-01-01,GRIS METÁLICO,0140-01-01,0144-01-01,51590.98,f,7, Viaje diplomático 
724, Daeron Targaryen ,TARGARYEN, Príncipe,0110-08-21, Ironclaw ,0089-01-01,Gris metálico ,0137-08-21,0137-08-21,78952.78,f,17,MANTUVO VÍNCULOS CON OTRAS CASAS
725,Rhaegel Targaryen ,TARGARYEN,príncipe,0092-11-05,IRONCLAW,0089-01-01,GRIS METÁLICO,0134-11-05,0116-11-05,67819.31,f,12,Herido durante una expedición 
726,Helaena Targaryen , Targaryen ,princesa,0109-05-14, Ironclaw ,0089-01-01, Gris metálico,0148-05-14,0154-05-14,64025.28,f,1,Participó en una batalla importante 
727,Alyssa Targaryen , Targaryen ,Lady ,0095-06-17,Ironclaw,0089-01-01,Gris metálico ,0134-06-17,0138-06-17,18587.02,f,18,ENTRENAMIENTO MILITAR
728, Visenya Targaryen ,Targaryen,princesa,0091-07-20,Ironclaw ,0089-01-01,GRIS METÁLICO,0119-07-20,0120-07-20,17380.30,f,15, Herido durante una expedición
729, Daemon Targaryen, Targaryen ,PRÍNCIPE,0081-06-05, Ironclaw ,0089-01-01,Gris metálico,0123-06-05,0114-06-05,57756.25,f,3, Jinete experimentado
730,Aelora Targaryen ,Targaryen,LADY,0102-04-03,IRONCLAW,0089-01-01,GRIS METÁLICO,0136-04-03,0147-04-03,22226.55,f,17, Participó en defensa del reino 
731,Aelora Targaryen ,TARGARYEN,lady,0102-04-03, Ironclaw,0089-01-01,Gris metálico,0142-04-03,0125-04-03,31132.91,f,6, Participó en defensa del reino
732, Jacaerys Targaryen,TARGARYEN,PRÍNCIPE,0114-01-01,Ironclaw,0089-01-01,Gris metálico ,0142-01-01,0144-01-01,70825.41,f,13,JINETE EXPERIMENTADO
733, Helaena Targaryen ,TARGARYEN, Princesa,0109-05-14,Ironclaw ,0089-01-01, Gris metálico,0131-05-14,0147-05-14,49339.80,f,5,
734, Alyssa Targaryen,TARGARYEN,Lady ,0095-06-17, Ironclaw,0089-01-01,Gris metálico ,0115-06-17,0140-06-17,24878.41,f,16,Entrenamiento militar 
735, Lucerys Targaryen, Targaryen ,Príncipe ,0115-01-01,IRONCLAW,0089-01-01,Gris metálico ,0141-01-01,0142-01-01,3791.48,f,18,Entrenamiento militar 
736, Aegon Targaryen , Targaryen ,príncipe,0090-04-10,IRONCLAW,0089-01-01,Gris metálico ,0120-04-10,0132-04-10,65327.45,f,1, Participó en defensa del reino
737,Visenya Targaryen, Targaryen ,princesa,0091-07-20, Ironclaw ,0089-01-01,Gris metálico ,0117-07-20,0121-07-20,86657.15,f,2,REGISTRO HISTÓRICO
738, Aenar Targaryen,TARGARYEN,lord,0088-02-18, Ironclaw ,0089-01-01, Gris metálico,0127-02-18,0132-02-18,77159.30,f,12,
739,Lucerys Targaryen,Targaryen,PRÍNCIPE,0115-01-01,Ironclaw ,0089-01-01,Gris metálico ,0146-01-01,0138-01-01,46130.86,f,16,MANTUVO VÍNCULOS CON OTRAS CASAS
740, Rhaenyra Targaryen , Targaryen ,PRINCESA,0097-03-22,Ironclaw ,0089-01-01,Gris metálico ,0139-03-22,0140-03-22,46865.73,f,18,
741, Daemon Targaryen ,TARGARYEN,Príncipe ,0081-06-05, Ironclaw,0089-01-01,Gris metálico ,0102-06-05,0119-06-05,29231.29,f,18, Jinete experimentado 
742, Jacaerys Targaryen,TARGARYEN,PRÍNCIPE,0114-01-01,Ironclaw ,0089-01-01,GRIS METÁLICO,0133-01-01,0158-01-01,38934.47,f,15,Herido durante una expedición 
743,Aegon Targaryen , Targaryen , Príncipe,0090-04-10,Ironclaw ,0089-01-01,Gris metálico ,0124-04-10,0137-04-10,68506.69,f,6, Participó en una batalla importante 
744,Helaena Targaryen ,Targaryen,princesa,0109-05-14,IRONCLAW,0089-01-01,Gris metálico ,0133-05-14,0137-05-14,28481.92,f,10, Jinete experimentado 
745, Rhaenyra Targaryen,Targaryen,Princesa,0097-03-22, Ironclaw ,0089-01-01, Gris metálico,0129-03-22,0143-03-22,82881.48,f,14,Entrenamiento militar 
746, Rhaenyra Targaryen,TARGARYEN,princesa,0097-03-22, Ironclaw ,0089-01-01, Gris metálico,0115-03-22,0141-03-22,37805.08,f,10,
747, Visenya Targaryen,targaryen,PRINCESA,0091-07-20, Ironclaw,0089-01-01, Gris metálico,0124-07-20,0137-07-20,20002.60,f,3,
748,Lucerys Targaryen ,Targaryen, Príncipe,0115-01-01,Ironclaw ,0089-01-01,Gris metálico,0154-01-01,0147-01-01,7168.94,f,13,MANTUVO VÍNCULOS CON OTRAS CASAS
749,Alyssa Targaryen,Targaryen,Lady,0095-06-17, Ironclaw,0089-01-01,GRIS METÁLICO,0113-06-17,0118-06-17,83587.15,f,7,MANTUVO VÍNCULOS CON OTRAS CASAS
750,Jaehaerys Targaryen ,TARGARYEN, Príncipe,0110-01-01,IRONCLAW,0089-01-01,Gris metálico,0130-01-01,0142-01-01,58231.23,f,15,Entrenamiento militar
751, Aegon Targaryen,targaryen, Príncipe,0090-04-10,IRONCLAW,0089-01-01,GRIS METÁLICO,0117-04-10,0130-04-10,32086.51,f,0, Registro pendiente de revisión
752, Visenya Targaryen ,targaryen, Princesa,0091-07-20,Ironclaw ,0089-01-01,Gris metálico,0130-07-20,0120-07-20,68504.78,f,11, Viaje diplomático
753,Lucerys Targaryen ,targaryen, Príncipe,0115-01-01, Ironclaw,0089-01-01,Gris metálico ,0141-01-01,0147-01-01,14597.55,f,19, Entrenamiento militar 
754, Vaelor Targaryen,Targaryen,príncipe,0103-09-12,IRONCLAW,0089-01-01,Gris metálico,0130-09-12,0144-09-12,45014.44,f,4,Registro pendiente de revisión 
755,Maeron Targaryen ,Targaryen,Príncipe ,0105-10-09, Ironclaw,0089-01-01, Gris metálico,0146-10-09,0150-10-09,35368.92,f,10,Registro histórico 
756,Maeron Targaryen ,Targaryen,Príncipe ,0105-10-09,Ironclaw ,0089-01-01, Gris metálico,0136-10-09,0135-10-09,54154.53,f,9,Participó en una batalla importante
757, Maelor Targaryen, Targaryen , Príncipe,0112-01-01,Ironclaw ,0089-01-01,Gris metálico ,0152-01-01,0151-01-01,63557.79,f,1,Herido durante una expedición 
758,Daemon Targaryen,TARGARYEN,Príncipe,0081-06-05, Ironclaw ,0089-01-01,Gris metálico ,0112-06-05,0125-06-05,86847.50,f,2,Herido durante una expedición 
759,Aemond Targaryen ,Targaryen, Príncipe,0110-02-12, Ironclaw ,0089-01-01,Gris metálico,0146-02-12,0157-02-12,88296.45,f,14,Participó en defensa del reino 
760,Vaelor Targaryen,targaryen,príncipe,0103-09-12, Ironclaw ,0089-01-01,Gris metálico,0138-09-12,0134-09-12,28676.44,f,14, Mantuvo vínculos con otras casas 
761,Maeron Targaryen ,Targaryen, Príncipe,0105-10-09, Ironclaw ,0089-01-01,GRIS METÁLICO,0124-10-09,0128-10-09,7661.03,f,17,Mantuvo vínculos con otras casas 
762,Maeron Targaryen ,TARGARYEN,Príncipe ,0105-10-09,Ironclaw ,0089-01-01,Gris metálico ,0125-10-09,0136-10-09,1672.19,f,6,Herido durante una expedición 
763,Aegon Targaryen ,targaryen,Príncipe,0090-04-10, Ironclaw,0089-01-01,Gris metálico ,0124-04-10,0132-04-10,46125.14,f,17, Mantuvo vínculos con otras casas 
764,Vaelor Targaryen ,Targaryen,Príncipe ,0103-09-12, Ironclaw,0089-01-01,Gris metálico ,0134-09-12,0142-09-12,22797.13,f,14,
765, Lucerys Targaryen,Targaryen,príncipe,0115-01-01,Ironclaw ,0089-01-01, Gris metálico,0137-01-01,0140-01-01,65553.86,f,0, Viaje diplomático
766, Aegon Targaryen ,Targaryen,príncipe,0090-04-10, Ironclaw ,0089-01-01,Gris metálico ,0119-04-10,0128-04-10,53254.85,f,6,Jinete experimentado 
767, Jaehaerys Targaryen, Targaryen , Príncipe,0110-01-01, Ironclaw,0089-01-01,Gris metálico ,0129-01-01,0134-01-01,85225.82,f,8,REGISTRO PENDIENTE DE REVISIÓN
768, Rhaegel Targaryen ,TARGARYEN,Príncipe ,0092-11-05,IRONCLAW,0089-01-01,Gris metálico,0121-11-05,0130-11-05,50337.02,f,10,Registro histórico 
769, Viserys Targaryen , Targaryen ,Rey ,0077-01-15, Ironclaw ,0089-01-01, Gris metálico,0100-01-15,0116-01-15,25565.66,f,14, Participó en defensa del reino
770, Helaena Targaryen ,targaryen,PRINCESA,0109-05-14,IRONCLAW,0089-01-01, Gris metálico,0134-05-14,0147-05-14,51459.24,f,1, Viaje diplomático
771, Jacaerys Targaryen,targaryen, Príncipe,0114-01-01,Ironclaw ,0089-01-01, Gris metálico,0135-01-01,0139-01-01,20612.50,f,10,VIAJE DIPLOMÁTICO
772, Visenya Targaryen,Targaryen,princesa,0091-07-20,IRONCLAW,0089-01-01,Gris metálico ,0121-07-20,0132-07-20,39581.48,f,8, Mantuvo vínculos con otras casas
773,Visenya Targaryen ,targaryen, Princesa,0091-07-20,IRONCLAW,0089-01-01, Gris metálico,0112-07-20,0136-07-20,52190.48,f,17,Registro pendiente de revisión 
774, Maeron Targaryen ,Targaryen,Príncipe ,0105-10-09,Ironclaw ,0089-01-01,GRIS METÁLICO,0131-10-09,0134-10-09,51119.37,f,19, Herido durante una expedición
775,Visenya Targaryen , Targaryen ,princesa,0091-07-20,Ironclaw ,0089-01-01, Gris metálico,0118-07-20,0128-07-20,85999.75,f,10, Mantuvo vínculos con otras casas
776,Daeron Targaryen , Targaryen , Príncipe,0110-08-21, Ironclaw ,0089-01-01,Gris metálico ,0139-08-21,0156-08-21,27195.91,f,1,ENTRENAMIENTO MILITAR
777,Daeron Targaryen , Targaryen ,príncipe,0110-08-21,Ironclaw ,0089-01-01,Gris metálico,0135-08-21,0136-08-21,26375.08,f,7, Viaje diplomático 
778, Rhaegel Targaryen,Targaryen,príncipe,0092-11-05, Ironclaw,0089-01-01,Gris metálico ,0112-11-05,0128-11-05,87067.72,f,4,MANTUVO VÍNCULOS CON OTRAS CASAS
779,Helaena Targaryen , Targaryen ,princesa,0109-05-14,Ironclaw ,0089-01-01,GRIS METÁLICO,0149-05-14,0141-05-14,26844.06,f,19,
780,Vaelor Targaryen ,Targaryen,príncipe,0103-09-12,Ironclaw,0089-01-01,Gris metálico,0139-09-12,0127-09-12,66990.57,f,17,PARTICIPÓ EN UNA BATALLA IMPORTANTE
781,Baela Targaryen , Targaryen ,LADY,0116-09-03,IRONCLAW,0089-01-01,GRIS METÁLICO,0135-09-03,0140-09-03,45600.26,f,5,REGISTRO PENDIENTE DE REVISIÓN
782,Maeron Targaryen,Targaryen,príncipe,0105-10-09,Ironclaw ,0089-01-01,GRIS METÁLICO,0146-10-09,0138-10-09,19009.99,f,1,Participó en una batalla importante 
783,Jacaerys Targaryen, Targaryen , Príncipe,0114-01-01,Ironclaw ,0089-01-01,Gris metálico,0154-01-01,0142-01-01,12603.58,f,10, Herido durante una expedición
784, Aemond Targaryen,targaryen, Príncipe,0110-02-12, Ironclaw ,0089-01-01,Gris metálico ,0140-02-12,0144-02-12,30619.62,f,3, Participó en una batalla importante
785,Helaena Targaryen ,Targaryen,PRINCESA,0109-05-14, Ironclaw,0089-01-01,GRIS METÁLICO,0138-05-14,0147-05-14,38104.89,f,5,
786,Aenar Targaryen ,Targaryen,Lord ,0088-02-18, Ironclaw,0089-01-01,Gris metálico,0126-02-18,0123-02-18,68517.28,f,1, Mantuvo vínculos con otras casas 
787,Visenya Targaryen,Targaryen, Princesa,0091-07-20,IRONCLAW,0089-01-01,Gris metálico,0129-07-20,0137-07-20,29072.88,f,9,MANTUVO VÍNCULOS CON OTRAS CASAS
788,Maelor Targaryen , Targaryen ,Príncipe ,0112-01-01,Ironclaw ,0089-01-01, Gris metálico,0152-01-01,0147-01-01,71608.97,f,3,Entrenamiento militar 
789, Vaelor Targaryen ,TARGARYEN,príncipe,0103-09-12,IRONCLAW,0089-01-01,Gris metálico ,0121-09-12,0138-09-12,56173.27,f,7, Herido durante una expedición 
790,Aenar Targaryen ,TARGARYEN,lord,0088-02-18, Ironclaw,0089-01-01, Gris metálico,0111-02-18,0133-02-18,1674.98,f,2, Participó en defensa del reino 
791, Vaelor Targaryen ,Targaryen,PRÍNCIPE,0103-09-12,Ironclaw ,0089-01-01,GRIS METÁLICO,0143-09-12,0136-09-12,60010.28,f,3,Entrenamiento militar 
792,Aegon Targaryen ,Targaryen, Príncipe,0090-04-10,IRONCLAW,0089-01-01,Gris metálico ,0132-04-10,0137-04-10,39076.69,f,6, Mantuvo vínculos con otras casas 
793, Aenar Targaryen , Targaryen ,lord,0088-02-18,Ironclaw ,0089-01-01,GRIS METÁLICO,0110-02-18,0113-02-18,75290.39,f,17,Jinete experimentado
794, Rhaena Targaryen, Targaryen ,lady,0116-09-03,Ironclaw ,0089-01-01,GRIS METÁLICO,0156-09-03,0147-09-03,48574.90,f,12, Mantuvo vínculos con otras casas
